frame,label,id,transform,bbox,image_path,detection_score,raw_pose_score,render_score
7,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
7,4,4,0.46026944175 0.886026077871 -0.0557658526703 0.0697477930112 0.427537935026 -0.276270595797 -0.860747275344 -0.106926962276 -0.778050997753 0.372333650415 -0.505968672611 0.814433058291 0.0 0.0 0.0 1.0,347 113 56 81,,0.9985331,0.21361747,1.0
7,2,2,0.00835796576138 -0.210332962025 0.97759408217 0.110995155297 0.659950920611 -0.733320564831 -0.163418883795 -0.0435671603252 0.751262222392 0.646529963948 0.13268036375 0.879046451099 0.0 0.0 0.0 1.0,334 121 115 137,,0.732263,0.06301849,1.0
8,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000008.png,,,
8,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
8,4,4,0.431188922069 0.88870373013 -0.155826164488 0.0714133346507 0.189581821726 -0.258090000314 -0.947337471342 -0.105180777233 -0.882119519315 0.378939614967 -0.279767621164 0.815736960775 0.0 0.0 0.0 1.0,347 113 56 83,,0.9981242,0.21117263,1.0
8,2,2,0.0294370693121 0.995899852252 0.0855391327719 0.093293981208 0.612173059814 -0.085611822232 0.78607554391 -0.0485251567164 0.790175679067 0.0292249923722 -0.612183220966 0.884783025479 0.0 0.0 0.0 1.0,329 128 119 127,,0.83152527,0.081109084,1.0
9,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000009.png,,,
9,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
9,4,4,0.4109450724 0.90885785863 -0.07142506756 0.0709896962432 0.486148690111 -0.284742765582 -0.826184609244 -0.107215581144 -0.77122214606 0.304793291026 -0.558853693888 0.814168372427 0.0 0.0 0.0 1.0,346 113 58 81,,0.9985916,0.22676782,1.0
9,2,2,0.0381806670304 0.9917606369 0.122282769681 0.0926657203226 0.639954392937 -0.118252543461 0.759259317312 -0.0479839452461 0.767463752646 0.0492663684537 -0.639196537314 0.884031441417 0.0 0.0 0.0 1.0,335 137 108 116,,0.8074634,0.07449672,1.0
10,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000010.png,,,
10,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
10,4,4,0.425237291112 0.902003273452 -0.0745878068408 0.0708184326651 0.406157843256 -0.263823441745 -0.874890277662 -0.107271368629 -0.808831906276 0.341741548933 -0.478543269854 0.813757852408 0.0 0.0 0.0 1.0,346 113 57 82,,0.9989033,0.20333673,1.0
10,2,2,-0.0732312184189 0.966277696939 0.246869603326 0.0958693867561 0.724462410512 -0.118579444203 0.679038387109 -0.0523047314016 0.685413309182 0.228574556349 -0.69134815237 0.883050807757 0.0 0.0 0.0 1.0,329 125 119 132,,0.7072509,0.12687474,1.0
11,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000011.png,,,
11,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
11,4,4,-0.0901074208546 -0.995864801082 0.0115737060608 0.0735891964937 -0.724205725249 0.0575410449896 -0.68717908558 -0.107317784189 0.683671500228 -0.0703016792584 -0.726395865675 0.816817111638 0.0 0.0 0.0 1.0,346 114 57 80,,0.998689,0.20016551,1.0
11,2,2,0.0478698540911 0.994390450598 0.0943191859046 0.0994074027783 0.586430163577 -0.10441911991 0.803241128581 -0.0516818199293 0.808584034171 0.0168605799934 -0.588139082638 0.880053335277 0.0 0.0 0.0 1.0,330 123 117 135,,0.762729,0.06808576,1.0
12,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000012.png,,,
12,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
12,4,4,0.313290262813 0.946806908943 -0.0735247468818 0.0711471134959 0.478809657652 -0.224345633483 -0.84876990314 -0.109296842139 -0.820116164312 0.230706987139 -0.523625594409 0.81554133622 0.0 0.0 0.0 1.0,346 113 57 82,,0.99866414,0.19441615,1.0
12,2,2,0.0291656033784 0.994990569984 0.0956197323932 0.0960739719878 0.606805856358 -0.0936410265833 0.789314899663 -0.0492581301909 0.794314811815 0.0350017682953 -0.606497201928 0.883057858409 0.0 0.0 0.0 1.0,329 125 119 129,,0.8394722,0.08500698,1.0
13,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000013.png,,,
13,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
13,4,4,0.494895735708 0.855547004638 -0.152044512012 0.0713326157673 0.124234728116 -0.242841021678 -0.962077944098 -0.10488253035 -0.860025547939 0.457239063341 -0.226469635595 0.815985096843 0.0 0.0 0.0 1.0,347 113 56 82,,0.9984484,0.22425571,1.0
13,2,2,-0.85311933727 0.521703383802 -0.00360218072069 0.0901905907332 -0.146695210394 -0.246498927943 -0.957976405644 -0.0608483705202 -0.500667466113 -0.816739773644 0.286824389695 0.868218894932 0.0 0.0 0.0 1.0,328 124 120 132,,0.7903107,0.1510422,1.0
14,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000014.png,,,
14,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
14,4,4,0.439913994966 0.892705840843 -0.0977341227907 0.0717557854356 0.302512930296 -0.249778742948 -0.919835043133 -0.106403956176 -0.84555402195 0.375082472659 -0.379936224474 0.815083313686 0.0 0.0 0.0 1.0,347 113 57 82,,0.9985121,0.21267831,1.0
14,2,2,0.0876011874105 0.214448007412 0.972799097492 0.0945889312666 0.629724605639 -0.768596046093 0.112725502806 -0.0500657977025 0.771863299437 0.602720640136 -0.202373113175 0.876879430809 0.0 0.0 0.0 1.0,330 127 117 128,,0.8435956,0.06417159,1.0
15,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000015.png,,,
15,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
15,4,4,0.392283246992 0.914493343416 -0.0990746131774 0.0718074104922 0.462785300766 -0.289297991641 -0.837935819396 -0.10827482441 -0.794948815663 0.282857909346 -0.536700832491 0.814052151856 0.0 0.0 0.0 1.0,346 113 57 82,,0.9982241,0.19477612,1.0
15,2,2,0.0679233768177 0.466215640008 -0.882059743948 0.104710686121 0.608168073236 0.681503727833 0.407043319128 -0.0440893101316 0.79089696521 -0.564088331702 -0.237247432987 0.880368592305 0.0 0.0 0.0 1.0,329 124 119 133,,0.7162904,0.08751766,1.0
16,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000016.png,,,
16,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
16,4,4,0.397008898698 0.897906147705 -0.190127547369 0.0709940409974 0.134186665172 -0.261711092055 -0.955772589681 -0.105948474205 -0.907952572134 0.353937641696 -0.224388664032 0.815247405955 0.0 0.0 0.0 1.0,346 114 58 81,,0.9985039,0.20249304,1.0
16,2,2,-0.0692421736012 0.969562574572 0.234848750018 0.0951588086475 0.719260934512 -0.114608625241 0.68522154892 -0.0512910364279 0.691280861502 0.216363760852 -0.689432733129 0.883979688514 0.0 0.0 0.0 1.0,328 121 120 136,,0.784841,0.12407944,1.0
17,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000017.png,,,
17,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
17,4,4,0.489926213999 0.866961750963 -0.0913762945355 0.068277648655 0.379587554393 -0.306510404996 -0.872905871317 -0.10663910377 -0.784783787668 0.39297416454 -0.479255373072 0.815277373683 0.0 0.0 0.0 1.0,347 113 56 81,,0.99786985,0.2252103,1.0
17,2,2,0.0118461550247 -0.238983370525 0.970951397972 0.110273065357 0.664607225282 -0.723616831736 -0.18621470654 -0.0444311674379 0.74709899258 0.647507242771 0.150257997606 0.879570429018 0.0 0.0 0.0 1.0,334 125 115 131,,0.8751474,0.048823103,1.0
18,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000018.png,,,
18,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
18,4,4,0.51941069672 0.840238692294 -0.155600347383 0.0711520878775 0.343949577163 -0.37225812566 -0.862045576666 -0.104564601903 -0.782247541704 0.394237019891 -0.482354595339 0.814472966292 0.0 0.0 0.0 1.0,346 113 58 82,,0.9985197,0.24230549,1.0
18,2,2,-0.0812265886774 0.99082236179 0.10804299454 0.0924204274271 0.631659313904 -0.0326778404688 0.774557079821 -0.0495100087232 0.770979086909 0.131160993133 -0.623207863742 0.881659912589 0.0 0.0 0.0 1.0,329 125 120 130,,0.7551924,0.07083805,1.0
19,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000019.png,,,
19,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
19,4,4,0.484027828332 0.87416792514 -0.0393382772549 0.0705190584317 -0.0711394396108 -0.00549613495962 -0.997451238223 -0.105982378215 -0.872156087826 0.485592659703 0.0595275340514 0.81869026559 0.0 0.0 0.0 1.0,345 113 58 82,,0.9981065,0.22517934,1.0
19,2,2,-0.00188929417134 0.995350782273 0.0962977195771 0.091054405043 0.631451801015 -0.0734832976457 0.771925403107 -0.0466325089369 0.775412827829 0.0622657626255 -0.628377212543 0.883467764728 0.0 0.0 0.0 1.0,328 125 121 130,,0.82006276,0.07220033,1.0
20,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000020.png,,,
20,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
20,4,4,0.441694392536 0.883877478689 -0.153839742162 0.0711688977572 0.291229629364 -0.303442569959 -0.907252946932 -0.105934209583 -0.848581973991 0.355925848181 -0.391440192129 0.814258025017 0.0 0.0 0.0 1.0,346 113 57 82,,0.9984565,0.2044793,1.0
20,2,2,0.0124411099833 0.994998315596 0.0991139281018 0.0924356429009 0.622659591612 -0.0852671633815 0.777833236512 -0.0474216920094 0.782393923645 0.0520371291508 -0.620606063001 0.883889612982 0.0 0.0 0.0 1.0,329 125 120 130,,0.7673968,0.0771176,1.0
21,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000021.png,,,
21,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
21,4,4,0.502981367669 0.847740402669 -0.168362565496 0.0717649289271 0.355764507236 -0.380601642998 -0.853565465994 -0.104594250484 -0.787681000894 0.36943010033 -0.493031481552 0.813305006765 0.0 0.0 0.0 1.0,347 113 56 82,,0.99844414,0.20526218,1.0
21,2,2,-0.00253281686407 0.99738207161 0.0722674758812 0.0952937232804 0.607796995185 -0.055851714729 0.792125872956 -0.0474956255713 0.794088406592 0.0459302644597 -0.606064364011 0.884650015052 0.0 0.0 0.0 1.0,329 124 120 132,,0.7316835,0.114193365,1.0
22,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000022.png,,,
22,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
22,4,4,0.38779193703 0.917472823543 -0.0886624589874 0.0696652268861 0.330107334306 -0.228046241631 -0.915982565072 -0.106689182861 -0.860608250839 0.325942525206 -0.391299001852 0.815775868396 0.0 0.0 0.0 1.0,346 113 57 81,,0.997924,0.22516625,1.0
22,2,2,-0.0219720237579 0.999440457394 0.0252190859674 0.0977054325928 0.612679261688 -0.00647259187937 0.790305148567 -0.0485838515427 0.790026172016 0.0328158144713 -0.612194225594 0.88361811072 0.0 0.0 0.0 1.0,336 139 107 115,,0.7652318,0.09173479,1.0
23,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035576 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000023.png,,,
23,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
23,4,4,0.418124783443 0.904822213502 -0.0804265343281 0.0710046865927 0.318638741972 -0.229002847105 -0.919797286434 -0.107277408583 -0.850670922028 0.358963031483 -0.384063177673 0.813327989919 0.0 0.0 0.0 1.0,346 113 58 82,,0.9984547,0.19328764,1.0
23,2,2,-0.103475210626 0.983916953867 0.145603257786 0.0974514889394 0.695205272854 -0.0331465108168 0.718046612287 -0.0525487549732 0.711324475456 0.175524177004 -0.680594412191 0.882413350235 0.0 0.0 0.0 1.0,329 125 119 132,,0.79460347,0.13721853,1.0
24,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035575 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000024.png,,,
24,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
24,4,4,0.54673009797 0.826922751536 -0.131472289723 0.0710898960009 0.435075195879 -0.414719605545 -0.799197862051 -0.104792501867 -0.715399031243 0.379745193213 -0.586513268671 0.816572219374 0.0 0.0 0.0 1.0,347 113 56 82,,0.9979037,0.24952656,1.0
24,2,2,-0.0833358526333 0.973461059561 0.213140097553 0.0945443904036 0.67379533917 -0.102539242519 0.731768778137 -0.0498474427976 0.734203634272 0.204595379378 -0.647368329592 0.884854510429 0.0 0.0 0.0 1.0,329 125 120 130,,0.77395415,0.12200385,1.0
25,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035575 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000025.png,,,
25,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
25,4,4,0.484428276201 0.864549548128 -0.133728546122 0.0717234068835 0.474239077345 -0.387971516817 -0.790300828582 -0.106293262377 -0.735137091117 0.319424765743 -0.59794755313 0.814776019432 0.0 0.0 0.0 1.0,347 113 56 82,,0.99850994,0.20007806,1.0
25,2,2,-0.132272030791 0.968675442574 0.210171351105 0.0939246467421 0.744498309214 -0.0428929205292 0.666245048722 -0.0501171892704 0.654390080493 0.244597801142 -0.715503695468 0.88596756207 0.0 0.0 0.0 1.0,329 125 120 132,,0.8136804,0.12372587,1.0
26,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035575 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000026.png,,,
26,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
26,4,4,0.471235761302 0.879162222042 -0.0707859068201 0.0701944631683 0.434460042139 -0.301216690969 -0.84883035812 -0.106986424809 -0.767581480401 0.369245571965 -0.523904932721 0.813517572424 0.0 0.0 0.0 1.0,347 113 56 81,,0.998694,0.2014966,1.0
27,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457782 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035575 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000027.png,,,
27,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
27,4,4,0.505645017855 0.85229562254 -0.133848002294 0.0720820852157 0.396816148222 -0.367512656118 -0.841113186262 -0.105380912366 -0.76606792155 0.372191643368 -0.524035609647 0.814365603149 0.0 0.0 0.0 1.0,347 113 56 82,,0.99894124,0.22548656,1.0
27,2,2,0.0120358541955 0.936108914983 0.351504249623 0.0964859432649 0.662798818773 -0.270678386647 0.698162543277 -0.0515422945465 0.748700784056 0.224573618869 -0.623709728689 0.878768153098 0.0 0.0 0.0 1.0,330 130 118 124,,0.76659507,0.10858519,1.0
28,-1,-1,0.914291182326 -0.306878750022 0.264380533902 3.06730457781 -0.404599505857 -0.722931728457 0.560061564339 -1.31910035575 0.0192580835442 -0.61902758321 -0.785133095369 1.4283472139 0.0 0.0 0.0 1.0,,images/rgb_000028.png,,,
28,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,,,
28,4,4,0.50708447039 0.857473681136 -0.0872022135575 0.0707366445981 0.462791222827 -0.356232299239 -0.81174061932 -0.105923082441 -0.72711046201 0.371264642996 -0.57747116023 0.814483726916 0.0 0.0 0.0 1.0,348 113 55 81,,0.99865305,0.22384606,1.0
